source_file,row_count,column_count,original_column_name,normalized_column_name,non_null_count,non_null_percentage,sample_values,inferred_possible_parameter
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,_id,_id,1730,100.0,"[1, 2, 3, 4, 5]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,SlNo,slno,1730,100.0,"[1, 2, 3, 4, 5]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Station,station,1730,100.0,"['Alladupalli', 'Alladupalli', 'Alladupalli', 'Alladupalli', 'Alladupalli']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Agency,agency,1730,100.0,"['CWC', 'CWC', 'CWC', 'CWC', 'CWC']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,State LGD Code,state_lgd_code,1730,100.0,"[28, 28, 28, 28, 28]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,State,state,1730,100.0,"['Andhra Pradesh', 'Andhra Pradesh', 'Andhra Pradesh', 'Andhra Pradesh', 'Andhra Pradesh']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,District LGD Code,district_lgd_code,1730,100.0,"[504, 504, 504, 504, 504]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,District,district,1730,100.0,"['CUDDAPAH', 'CUDDAPAH', 'CUDDAPAH', 'CUDDAPAH', 'CUDDAPAH']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Tehsil,tehsil,1730,100.0,"['CHAPADU', 'CHAPADU', 'CHAPADU', 'CHAPADU', 'CHAPADU']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Block,block,1730,100.0,"['-', '-', '-', '-', '-']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Village,village,1730,100.0,"['-', '-', '-', '-', '-']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,River,river,1730,100.0,"['Pennar', 'Pennar', 'Pennar', 'Pennar', 'Pennar']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Basin,basin,1730,100.0,"['Pennar', 'Pennar', 'Pennar', 'Pennar', 'Pennar']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Tributary,tributary,1730,100.0,"['Kunderu', 'Kunderu', 'Kunderu', 'Kunderu', 'Kunderu']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Subtributary,subtributary,1730,100.0,"['-', '-', '-', '-', '-']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,SubSubtributary,subsubtributary,1730,100.0,"['-', '-', '-', '-', '-']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Local River,local_river,1730,100.0,"['Kunderu', 'Kunderu', 'Kunderu', 'Kunderu', 'Kunderu']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Latitude,latitude,1730,100.0,"[14.71722222, 14.71722222, 14.71722222, 14.71722222, 14.71722222]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Longitude,longitude,1730,100.0,"[78.66861111, 78.66861111, 78.66861111, 78.66861111, 78.66861111]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Data Acquisition Time,data_acquisition_time,1730,100.0,"['02-01-2021 08:00', '01-02-2021 08:00', '02-03-2021 08:00', '01-04-2021 08:00', '03-05-2021 08:00']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Electric Conductivity (mS/cm),electric_conductivity_(ms/cm),1550,89.59537572254335,"[714.4, 978.5, 987.7, 1093.0, 1430.0]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Colour,colour,1692,97.80346820809248,"['Clear', 'Clear', 'Clear', 'Clear', 'Clear']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Odour,odour,1675,96.82080924855492,"['Odour free', 'Odour free', 'Odour free', 'Odour free', 'Odour free']",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Turbidity (NTU),turbidity_(ntu),1356,78.38150289017342,"[94.1, 93.1, 38.5, 116.4, 85.0]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Temperature (oC),temperature_(oc),1709,98.78612716763006,"[22.0, 22.5, 22.5, 23.5, 24.5]",
3f8f798f-b3e0-4caa-a34e-6ba2ea4d7eb2.csv,1730,26,Total Solids (mg/L),total_solids_(mg/l),0,0.0,[],
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,SlNo,slno,13,100.0,"[1, 2, 3, 4, 5]",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Station,station,13,100.0,"['DIKRONG RIVER AT NIRJULI', 'GANGA RIVER AT CHANDRAPUR ITANAGAR', 'RANGA NADI D/S OF HYDEL PROJECT ",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Agency,agency,13,100.0,"['CPCB', 'CPCB', 'CPCB', 'CPCB', 'CPCB']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,State LGD Code,state_lgd_code,13,100.0,"[12, 12, 12, 12, 12]",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,State,state,13,100.0,"['Arunachal Pradesh', 'Arunachal Pradesh', 'Arunachal Pradesh', 'Arunachal Pradesh', 'Arunachal Prad",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,District LGD Code,district_lgd_code,13,100.0,"[237, 237, 236, 236, 236]",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,District,district,13,100.0,"['PAPUM PARE', 'PAPUM PARE', 'LOWER SUBANSIRI', 'LOWER SUBANSIRI', 'LOWER SUBANSIRI']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Tehsil,tehsil,13,100.0,"['DOIMUKH', 'ITANAGER', 'RAGA', 'RAGA', 'RAGA']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Block,block,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Village,village,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,River,river,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Basin,basin,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Tributary,tributary,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Subtributary,subtributary,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,SubSubtributary,subsubtributary,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Local River,local_river,13,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Latitude,latitude,13,100.0,"[27.137292, 27.074892, 27.342717, 27.342717, 27.342717]",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Longitude,longitude,13,100.0,"[93.750572, 93.611622, 93.816486, 93.816486, 93.816486]",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Data Acquisition Time,data_acquisition_time,13,100.0,"['19-12-2021 08:30', '19-12-2021 08:30', '06-01-2021 08:30', '08-02-2021 08:30', '02-03-2021 08:30']",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Biochemical Oxygen Demand (mg/L),biochemical_oxygen_demand_(mg/l),13,100.0,"[1.8, 1.9, 1.6, 1.4, 1.8]",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Chemical Oxygen Demand (mg/L),chemical_oxygen_demand_(mg/l),0,0.0,[],
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Fecal Coliform (MPN/100mL),fecal_coliform_(mpn/100ml),11,84.61538461538461,"[910.0, 300.0, 360.0, 360.0, 360.0]",
swq_biological_parameter_manual_cpcb_ar_2021_2025.csv,13,23,Total Coliform (MPN/100mL),total_coliform_(mpn/100ml),0,0.0,[],
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,SlNo,slno,1323,100.0,"[1, 2, 3, 4, 5]",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Station,station,1323,100.0,"['BARAK AT PANCHAGRAM  ASSAM', 'BARAK AT PANCHAGRAM  ASSAM', 'BARAK AT PANCHAGRAM  ASSAM', 'BARAK AT",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Agency,agency,1323,100.0,"['CPCB', 'CPCB', 'CPCB', 'CPCB', 'CPCB']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,State LGD Code,state_lgd_code,1323,100.0,"[18, 18, 18, 18, 18]",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,State,state,1323,100.0,"['Assam', 'Assam', 'Assam', 'Assam', 'Assam']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,District LGD Code,district_lgd_code,1323,100.0,"[289, 289, 289, 289, 289]",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,District,district,1323,100.0,"['HAILAKANDI', 'HAILAKANDI', 'HAILAKANDI', 'HAILAKANDI', 'HAILAKANDI']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Tehsil,tehsil,1323,100.0,"['ALGAPUR', 'ALGAPUR', 'ALGAPUR', 'ALGAPUR', 'ALGAPUR']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Block,block,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Village,village,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,River,river,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Basin,basin,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Tributary,tributary,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Subtributary,subtributary,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,SubSubtributary,subsubtributary,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Local River,local_river,1323,100.0,"['-', '-', '-', '-', '-']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Latitude,latitude,1323,100.0,"[24.8674, 24.8674, 24.8674, 24.8674, 24.8674]",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Longitude,longitude,1323,100.0,"[92.600817, 92.600817, 92.600817, 92.600817, 92.600817]",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Data Acquisition Time,data_acquisition_time,1323,100.0,"['27-01-2021 08:30', '22-02-2021 08:30', '17-03-2021 08:30', '27-04-2021 08:30', '28-07-2021 08:30']",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Biochemical Oxygen Demand (mg/L),biochemical_oxygen_demand_(mg/l),1321,99.848828420257,"[2.2, 2.0, 2.2, 2.1, 2.1]",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Chemical Oxygen Demand (mg/L),chemical_oxygen_demand_(mg/l),0,0.0,[],
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Fecal Coliform (MPN/100mL),fecal_coliform_(mpn/100ml),833,62.96296296296296,"[300.0, 300.0, 300.0, 300.0, 300.0]",
swq_biological_parameter_manual_cpcb_as_2021_2025.csv,1323,23,Total Coliform (MPN/100mL),total_coliform_(mpn/100ml),449,33.93801965230537,"[2000.0, 2000.0, 2000.0, 1900.0, 1500.0]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,SlNo,slno,5819,100.0,"[1, 2, 3, 4, 5]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Station,station,5819,100.0,"['Akhnoor', 'Akhnoor', 'Akhnoor', 'Akhnoor', 'Akhnoor']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Agency,agency,5819,100.0,"['CWC', 'CWC', 'CWC', 'CWC', 'CWC']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,State LGD Code,state_lgd_code,5819,100.0,"[1, 1, 1, 1, 1]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,State,state,5819,100.0,"['Jammu & Kashmir', 'Jammu & Kashmir', 'Jammu & Kashmir', 'Jammu & Kashmir', 'Jammu & Kashmir']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,District LGD Code,district_lgd_code,5819,100.0,"[5, 5, 5, 5, 5]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,District,district,5819,100.0,"['JAMMU', 'JAMMU', 'JAMMU', 'JAMMU', 'JAMMU']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Tehsil,tehsil,5819,100.0,"['AKHNOOR', 'AKHNOOR', 'AKHNOOR', 'AKHNOOR', 'AKHNOOR']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Block,block,5819,100.0,"['-', '-', '-', '-', '-']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Village,village,5819,100.0,"['-', '-', '-', '-', '-']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,River,river,5819,100.0,"['Chenab', 'Chenab', 'Chenab', 'Chenab', 'Chenab']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Basin,basin,5819,100.0,"['Indus', 'Indus', 'Indus', 'Indus', 'Indus']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Tributary,tributary,5819,100.0,"['-', '-', '-', '-', '-']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Subtributary,subtributary,5819,100.0,"['-', '-', '-', '-', '-']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,SubSubtributary,subsubtributary,5819,100.0,"['-', '-', '-', '-', '-']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Local River,local_river,5819,100.0,"['Chenab', 'Chenab', 'Chenab', 'Chenab', 'Chenab']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Latitude,latitude,5819,100.0,"[32.90083333, 32.90083333, 32.90083333, 32.90083333, 32.90083333]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Longitude,longitude,5819,100.0,"[74.75888889, 74.75888889, 74.75888889, 74.75888889, 74.75888889]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Data Acquisition Time,data_acquisition_time,5819,100.0,"['01-01-2021 08:00', '03-02-2021 08:00', '02-03-2021 08:00', '01-04-2021 12:30', '02-04-2021 08:00']",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Amonia N (mgN/L),amonia_n_(mgn/l),1204,20.6908403505757,"[0.04, 0.02, 0.0, 0.07, 0.06]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Boron (mg/L),boron_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Carbonate (mg/L),carbonate_(mg/l),1209,20.77676576731397,"[3.6, 4.8, 3.5, 2.5, 0.0]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Calcium (mg/L),calcium_(mg/l),1214,20.86269118405224,"[29.79, 32.35, 27.0, 30.51, 27.29]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Chloride (mg/L),chloride_(mg/l),1212,20.828321017356934,"[7.19, 6.0, 4.92, 9.06, 14.9]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Dissolved oxygen (mg/L),dissolved_oxygen_(mg/l),4595,78.96545798247121,"[10.26, 8.55, 9.0, 12.2, 7.6]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Total Dissolved Solids (mg/L),total_dissolved_solids_(mg/l),1450,24.918370854098644,"[178.0, 182.0, 166.2, 178.0, 168.0]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Fluoride (mg/L),fluoride_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Bicarbonate (mg/L),bicarbonate_(mg/l),1212,20.828321017356934,"[82.98, 92.75, 79.66, 68.54, 56.14]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Potassium (mg/L),potassium_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Magnesium (mg/L),magnesium_(mg/l),1213,20.84550610070459,"[8.09, 6.06, 6.94, 3.4, 3.41]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Sodium (mg/L),sodium_(mg/l),1178,20.24402818353669,"[3.3, 5.36, 4.1, 4.59, 2.83]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Nitrite N+Nitrate N (mgN/L),nitrite_n+nitrate_n_(mgn/l),1210,20.793950850661624,"[1.0, 2.0, 2.0, 1.0, 1.0]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Potential of Hydrogen (pH),potential_of_hydrogen_(ph),2287,39.302285616085236,"[8.27, 8.15, 8.64, 8.36, 8.46]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Sulphate (mg/L),sulphate_(mg/l),1213,20.84550610070459,"[48.93, 45.8, 40.0, 41.18, 28.4]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Total Phosphorus (mgP/L),total_phosphorus_(mgp/l),52,0.8936243340780202,"[0.01, 0.01, 0.03, 0.0, 0.0]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Arsenic (mg/L),arsenic_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Total Alkalinity (mg/L as CaCO3),total_alkalinity_(mg/l_as_caco3),1211,20.811135934009283,"[68.03, 76.03, 65.33, 91.6, 46.04]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Cadmium (mg/L),cadmium_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Chromium (mg/L),chromium_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Iron(mg/L),iron(mg/l),2,0.03437016669530847,"[0.06, 0.42]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Hardness Calcium (mgCaCO3/L),hardness_calcium_(mgcaco3/l),1211,20.811135934009283,"[74.54, 80.68, 67.35, 80.08, 68.07]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Mercury(mg/L),mercury(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Hardness_Magnesium (mg/L as CaCO3),hardness_magnesium_(mg/l_as_caco3),1035,17.786561264822133,"[62.97, 89.03, 65.96, 68.3, 65.96]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Total Hardness (mgCaCO3/L),total_hardness_(mgcaco3/l),1204,20.6908403505757,"[107.89, 105.65, 95.92, 114.11, 82.08]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Manganese (mg/L),manganese_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Nitrate N (mgN/L),nitrate_n_(mgn/l),1205,20.708025433923353,"[1.0, 2.0, 2.0, 1.0, 1.0]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Nickel (mg/L),nickel_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Lead (mg/L),lead_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Zinc (mg/L),zinc_(mg/l),0,0.0,[],
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Sodium Adsorption Ratio (%),sodium_adsorption_ratio_(%),853,14.658876095549065,"[0.13, 0.22, 0.18, 0.37, 0.14]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Nitrate (mg/L),nitrate_(mg/l),6,0.10311050008592541,"[1.39, 1.39, 0.25, 0.02, 1.28]",
swq_chemical_parameter_manual_cwc_jk_2021_2025.csv,5819,52,Copper (mg/L),copper_(mg/l),0,0.0,[],
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,SlNo,slno,4555,100.0,"[1, 2, 3, 4, 5]",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Station,station,4555,100.0,"['BARAK AT PANCHAGRAM  ASSAM', 'BARAK AT PANCHAGRAM  ASSAM', 'BARAK AT PANCHAGRAM  ASSAM', 'BARAK AT",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Agency,agency,4555,100.0,"['CPCB', 'CPCB', 'CPCB', 'CPCB', 'CPCB']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,State LGD Code,state_lgd_code,4555,100.0,"[18, 18, 18, 18, 18]",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,State,state,4555,100.0,"['Assam', 'Assam', 'Assam', 'Assam', 'Assam']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,District LGD Code,district_lgd_code,4555,100.0,"[289, 289, 289, 289, 289]",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,District,district,4555,100.0,"['HAILAKANDI', 'HAILAKANDI', 'HAILAKANDI', 'HAILAKANDI', 'HAILAKANDI']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Tehsil,tehsil,4555,100.0,"['ALGAPUR', 'ALGAPUR', 'ALGAPUR', 'ALGAPUR', 'ALGAPUR']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Block,block,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Village,village,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,River,river,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Basin,basin,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Tributary,tributary,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Subtributary,subtributary,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,SubSubtributary,subsubtributary,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Local River,local_river,4555,100.0,"['-', '-', '-', '-', '-']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Latitude,latitude,4555,100.0,"[24.8674, 24.8674, 24.8674, 24.8674, 24.8674]",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Longitude,longitude,4555,100.0,"[92.600817, 92.600817, 92.600817, 92.600817, 92.600817]",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Data Acquisition Time,data_acquisition_time,4555,100.0,"['29-01-2018 08:30', '26-02-2018 08:30', '26-03-2018 08:30', '24-04-2018 08:30', '24-05-2018 08:30']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Biochemical Oxygen Demand (mg/L),biochemical_oxygen_demand_(mg/l),4156,91.24039517014269,"[2.1, 2.2, 2.1, 2.1, 2.0]",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Chemical Oxygen Demand (mg/L),chemical_oxygen_demand_(mg/l),0,0.0,[],
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Fecal Coliform (MPN/100mL),fecal_coliform_(mpn/100ml),3567,78.30954994511525,"['2', '2', '910', '1500', '360']",
swq_manual_biological_parameters_cpcb_as_1961_2020.csv,4555,23,Total Coliform (MPN/100mL),total_coliform_(mpn/100ml),2349,51.56970362239297,"['720', '720', '1600', '1100', '1400']",
swq_manual_chemical_parameters_cwc_jk_1961_2020.csv,1221,52,SlNo,slno,1221,100.0,"[1, 2, 3, 4, 5]",
swq_manual_chemical_parameters_cwc_jk_1961_2020.csv,1221,52,Station,station,1221,100.0,"['AKHNOOR', 'AKHNOOR', 'AKHNOOR', 'AKHNOOR', 'AKHNOOR']",
swq_manual_chemical_parameters_cwc_jk_1961_2020.csv,1221,52,Agency,agency,1221,100.0,"['CWC', 'CWC', 'CWC', 'CWC', 'CWC']",
swq_manual_chemical_parameters_cwc_jk_1961_2020.csv,1221,52,State LGD Code,state_lgd_code,1221,100.0,"[1, 1, 1, 1, 1]",
swq_manual_chemical_parameters_cwc_jk_1961_2020.csv,1221,52,State,state,1221,100.0,"['Jammu And Kashmir', 'Jammu And Kashmir', 'Jammu And Kashmir', 'Jammu And Kashmir', 'Jammu And Kash",
