station_id,station_no,station_name,state,latitude,longitude,site_no,latest_timestamp,bod,cl,cod,conductivity,depth,dissolved_oxygen,nitrate,ph,s,toc,wt,wtb,temperature,fecal_coliform,total_coliform,fecal_streptococci,turbidity,total_dissolved_solids,season,station_position_tag,pollution_context_tag,river_name,available_live_parameters,missing_model_features,core_parameter_count,available_core_parameters,missing_core_parameters,live_data_confidence,live_available_compliance_label,live_strict_compliance_label,live_violation_reasons,live_violation_count,live_rule_confidence,live_compliance_scope,live_ml_predicted_non_compliant,live_ml_predicted_compliance_label,live_ml_non_compliance_probability,model_input_missing_feature_count,model_input_missing_feature_list,model_input_available_feature_count,ml_prediction_confidence_note,live_ml_prediction_status,live_ml_fallback_used,live_ml_fallback_reason,live_rule_explanation,live_model_explanation,live_xai_top_drivers,live_missing_data_explanation,live_final_explanation
11795,UT63,"UT63_River Yamuna, U/s to Sangam at Allahabad",Uttar Pradesh,25.42967,81.86069,DSP_SWAN,2026-05-12 08:30:00+00:00,4.99,42.72,21.2,938.9,0.8,9.14,4.03,8.35,90.8,12.47,31.27,34.44,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,BOD is 4.99 (> 3 mg/L),1,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.35, within the safe range 6.5–8.5. DO is 9.14 mg/L, meeting the >=5 mg/L requirement. BOD is 4.99 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT63_River Yamuna, U/s to Sangam at Allahabad is classified Non-Compliant by rule and ML. BOD is 4.99 (> 3 mg/L). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11796,UT64,"UT64_Fafamau, Lord Curzon Bridge, Allahabad",Uttar Pradesh,25.504818,81.866305,DSP_SWAN,2026-05-12 08:30:00+00:00,2.91,48.97,12.86,470.2,0.88,7.57,2.47,8.36,93.49,5.72,29.4,35.71,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Compliant,Compliant,,0,High,Full DO/BOD/pH compliance,0,Compliant,0.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.36, within the safe range 6.5–8.5. DO is 7.57 mg/L, meeting the >=5 mg/L requirement. BOD is 2.91 mg/L, meeting the <=3 mg/L requirement.","The ML model predicts this station is Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT64_Fafamau, Lord Curzon Bridge, Allahabad is classified Compliant by rule and ML. nan. The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11797,UT65,"UT65_Balu ghat bridge, Chunar",Uttar Pradesh,25.1316,82.8784,DSP_SWAN,2026-05-12 08:30:00+00:00,3.36,60.95,15.43,515.2,0.82,8.26,2.36,8.4,69.82,7.95,28.63,26.03,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,BOD is 3.36 (> 3 mg/L),1,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.4, within the safe range 6.5–8.5. DO is 8.26 mg/L, meeting the >=5 mg/L requirement. BOD is 3.36 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT65_Balu ghat bridge, Chunar is classified Non-Compliant by rule and ML. BOD is 3.36 (> 3 mg/L). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11798,UT66,"UT66_Ghazipur, Abdul Hameed Setu on River Ganga",Uttar Pradesh,25.5868,83.60569,DSP_SWAN,2026-05-12 08:30:00+00:00,3.11,59.2,15.93,543.3,0.91,7.44,2.07,8.22,62.11,7.78,29.08,33.94,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,BOD is 3.11 (> 3 mg/L),1,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.22, within the safe range 6.5–8.5. DO is 7.44 mg/L, meeting the >=5 mg/L requirement. BOD is 3.11 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT66_Ghazipur, Abdul Hameed Setu on River Ganga is classified Non-Compliant by rule and ML. BOD is 3.11 (> 3 mg/L). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11799,UT67,"UT67_Kheerveer Bridge,Kishundaspur Road,Pratapgarh",Uttar Pradesh,25.920256,82.027409,DSP_SWAN,2026-05-12 08:30:00+00:00,4.65,65.12,19.78,654.65,2.26,7.66,3.13,8.42,82.52,11.63,32.19,40.37,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,BOD is 4.65 (> 3 mg/L),1,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.42, within the safe range 6.5–8.5. DO is 7.66 mg/L, meeting the >=5 mg/L requirement. BOD is 4.65 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT67_Kheerveer Bridge,Kishundaspur Road,Pratapgarh is classified Non-Compliant by rule and ML. BOD is 4.65 (> 3 mg/L). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11800,UT68,"UT68_Korra Kanak, Asothar, Fatehpur.",Uttar Pradesh,25.78,80.5778,DSP_SWAN,2026-05-12 08:30:00+00:00,5.13,104.4,22.77,1137.1,1.12,6.43,3.9,8.54,100.62,9.74,29.08,131.01,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,BOD is 5.13 (> 3 mg/L) | pH is 8.54 (out of 6.5-8.5),2,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.54, outside the safe range 6.5-8.5. DO is 6.43 mg/L, meeting the >=5 mg/L requirement. BOD is 5.13 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT68_Korra Kanak, Asothar, Fatehpur. is classified Non-Compliant by rule and ML. BOD is 5.13 (> 3 mg/L)  and  pH is 8.54 (out of 6.5-8.5). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11801,UT69,"UT69_Marhapur, Auraiya",Uttar Pradesh,26.40877,79.4914,DSP_SWAN,2026-05-12 08:30:00+00:00,2.95,99.97,15.7,1058.8,1.0,8.01,3.62,8.22,100.62,7.48,28.95,37.32,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Compliant,Compliant,,0,High,Full DO/BOD/pH compliance,0,Compliant,0.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.22, within the safe range 6.5–8.5. DO is 8.01 mg/L, meeting the >=5 mg/L requirement. BOD is 2.95 mg/L, meeting the <=3 mg/L requirement.","The ML model predicts this station is Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT69_Marhapur, Auraiya is classified Compliant by rule and ML. nan. The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11802,UT70,"UT70_Mawai Dham, Amauli, Fatehpur",Uttar Pradesh,25.91217,80.28931,DSP_SWAN,2026-05-12 08:30:00+00:00,3.28,96.5,16.53,997.4,0.73,8.57,5.2,8.06,101.12,8.41,28.22,28.82,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,BOD is 3.28 (> 3 mg/L),1,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.06, within the safe range 6.5–8.5. DO is 8.57 mg/L, meeting the >=5 mg/L requirement. BOD is 3.28 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT70_Mawai Dham, Amauli, Fatehpur is classified Non-Compliant by rule and ML. BOD is 3.28 (> 3 mg/L). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11803,UT71,UT71_Beladandi Bridge on River Ramganga,Uttar Pradesh,28.029453,79.494042,DSP_SWAN,2026-05-12 08:30:00+00:00,6.12,32.96,24.48,367.85,0.98,7.6,5.71,7.2,171.08,12.24,30.56,1298.09,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,BOD is 6.12 (> 3 mg/L),1,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 7.2, within the safe range 6.5–8.5. DO is 7.6 mg/L, meeting the >=5 mg/L requirement. BOD is 6.12 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station UT71_Beladandi Bridge on River Ramganga is classified Non-Compliant by rule and ML. BOD is 6.12 (> 3 mg/L). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11804,BH73,"BH73_Bridge on Ghagra near Manjhi, Chappra",Bihar,25.8232,84.5858,DSP_SWAN,2026-05-12 08:30:00+00:00,2.77,14.27,11.53,363.3,1.35,8.26,0.3,8.23,57.12,5.3,28.56,14.42,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Compliant,Compliant,,0,High,Full DO/BOD/pH compliance,0,Compliant,0.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.23, within the safe range 6.5–8.5. DO is 8.26 mg/L, meeting the >=5 mg/L requirement. BOD is 2.77 mg/L, meeting the <=3 mg/L requirement.","The ML model predicts this station is Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station BH73_Bridge on Ghagra near Manjhi, Chappra is classified Compliant by rule and ML. nan. The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11805,BH74,"BH74_Road bridge on River Ganga, D/s of Buxar",Bihar,25.5918,83.9861,DSP_SWAN,2026-05-12 08:30:00+00:00,2.91,53.63,13.11,707.93,0.99,8.19,0.3,8.51,63.26,5.83,29.86,120.36,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,pH is 8.51 (out of 6.5-8.5),1,High,Full DO/BOD/pH compliance,0,Compliant,0.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.51, outside the safe range 6.5-8.5. DO is 8.19 mg/L, meeting the >=5 mg/L requirement. BOD is 2.91 mg/L, meeting the <=3 mg/L requirement.","The ML model predicts this station is Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station BH74_Road bridge on River Ganga, D/s of Buxar is classified Compliant by rule and ML. pH is 8.51 (out of 6.5-8.5). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11806,BH76,"BH76_Road bridge at Fathua on Punpun, Patna",Bihar,25.51046,85.30732,DSP_SWAN,2026-05-12 08:30:00+00:00,11.95,5.0,41.84,879.3,1.18,0.2,0.3,7.28,43.08,20.92,30.04,30.51,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,DO is 0.2 (< 5 mg/L) | BOD is 11.95 (> 3 mg/L),2,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 7.28, within the safe range 6.5–8.5. DO is 0.2 mg/L, violating the >=5 mg/L requirement. BOD is 11.95 mg/L, violating the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station BH76_Road bridge at Fathua on Punpun, Patna is classified Non-Compliant by rule and ML. DO is 0.2 (< 5 mg/L)  and  BOD is 11.95 (> 3 mg/L). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
11807,BH77,"BH77_New Bridge, U/s of Patna city, Khurji",Bihar,25.6533,85.0952,DSP_SWAN,2026-05-12 08:30:00+00:00,2.61,52.53,11.74,465.53,0.77,4.51,0.3,8.73,51.25,5.22,29.76,38.69,,,,,,,Summer,Unknown,Unknown,,dissolved_oxygen|bod|ph|conductivity|nitrate|cod,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids,3,dissolved_oxygen|bod|ph,,Full,Non-Compliant,Non-Compliant,DO is 4.51 (< 5 mg/L) | pH is 8.73 (out of 6.5-8.5),2,High,Full DO/BOD/pH compliance,1,Non-Compliant,1.0,7,temperature|fecal_coliform|total_coliform|fecal_streptococci|turbidity|total_dissolved_solids|river_name,7,"High confidence: DO, BOD, and pH are available.",Success,False,,"pH is 8.73, outside the safe range 6.5-8.5. DO is 4.51 mg/L, violating the >=5 mg/L requirement. BOD is 2.61 mg/L, meeting the <=3 mg/L requirement.","The ML model predicts this station is Non-Compliant. The strongest global drivers for the model are generally: bod, dissolved_oxygen, ph, temperature, conductivity.","bod, dissolved_oxygen, ph, temperature, conductivity",No major missing core parameters for this station.,"Station BH77_New Bridge, U/s of Patna city, Khurji is classified Non-Compliant by rule and ML. DO is 4.51 (< 5 mg/L)  and  pH is 8.73 (out of 6.5-8.5). The prediction has high confidence because DO, BOD, and pH are available. Top model drivers are bod, dissolved_oxygen, ph, temperature, conductivity."
